Day,Order,Reading
33,2,MATTHEW 22:1-33
33,3,PSALM 27:1-6
33,4,PROVERBS 6:20-26
34,1,EXODUS 17:8-19:15
34,2,MATTHEW 22:34-23:12
34,3,PSALM 27:7-14
34,4,PROVERBS 6:27-35
35,1,EXODUS 19:16-21:21
35,2,MATTHEW 23:13-39
35,3,PSALM 28:1-9
35,4,PROVERBS 7:1-5
36,1,EXODUS 21:22-23:13
36,2,MATTHEW 24:1-28
36,3,PSALM 29:1-11
36,4,PROVERBS 7:6-23
37,1,EXODUS 23:14-25:40
37,2,MATTHEW 24:29-51
37,3,PSALM 30:1-12
37,4,PROVERBS 7:24-27
38,1,EXODUS 26:1-27:21
38,2,MATTHEW 25:1-30
38,3,PSALM 31:1-8
38,4,PROVERBS 8:1-11
39,1,EXODUS 28:1-43
39,2,MATTHEW 25:31-26:13
39,3,PSALM 31:9-18
39,4,PROVERBS 8:12-13
40,1,EXODUS 29:1-30:10
40,2,MATTHEW 26:14-46
40,3,PSALM 31:19-24
40,4,PROVERBS 8:14-26
41,1,EXODUS 30:11-31:18
41,2,MATTHEW 26:47-68
41,3,PSALM 32:1-11
41,4,PROVERBS 8:27-32
42,1,EXODUS 32:1-33:23
42,2,MATTHEW 26:69-27:14
42,3,PSALM 33:1-11
42,4,PROVERBS 8:33-36
43,1,EXODUS 34:1-35:9
43,2,MATTHEW 27:15-31
43,3,PSALM 33:12-22
43,4,PROVERBS 9:1-6
44,1,EXODUS 35:10-36:38
44,2,MATTHEW 27:32-66
44,3,PSALM 34:1-10
44,4,PROVERBS 9:7-8
45,1,EXODUS 37:1-38:31
45,2,MATTHEW 28:1-20
45,3,PSALM 34:11-22
45,4,PROVERBS 9:9-10
46,1,EXODUS 39:1-40:38
46,2,MARK 1:1-28
46,3,PSALM 35:1-16
46,4,PROVERBS 9:11-12
47,1,LEVITICUS 1:1-3:17
47,2,MARK 1:29-2:12
47,3,PSALM 35:17-28
47,4,PROVERBS 9:13-18
48,1,LEVITICUS 4:1-5:19
48,2,MARK 2:13-3:6
48,3,PSALM 36:1-12
48,4,PROVERBS 10:1-2
49,1,LEVITICUS 6:1-7:27
49,2,MARK 3:7-30
49,3,PSALM 37:1-11
49,4,PROVERBS 10:3-4
50,1,LEVITICUS 7:28-9:6
50,2,MARK 3:31-4:25
50,3,PSALM 37:12-29
50,4,PROVERBS 10:5
51,1,LEVITICUS 9:7-10:20
51,2,MARK 4:26-5:20
51,3,PSALM 37:30-40
51,4,PROVERBS 10:6-7
52,1,LEVITICUS 11:1-12:8
52,2,MARK 5:21-43
52,3,PSALM 38:1-22
52,4,PROVERBS 10:8-9
53,1,LEVITICUS 13:1-59
53,2,MARK 6:1-29
53,3,PSALM 39:1-13
53,4,PROVERBS 10:10
54,1,LEVITICUS 14:1-57
54,2,MARK 6:30-56
54,3,PSALM 40:1-10
54,4,PROVERBS 10:11-12
55,1,LEVITICUS 15:1-16:28
55,2,MARK 7:1-23
55,3,PSALM 40:11-17
55,4,PROVERBS 10:13-14
56,1,LEVITICUS 16:29-18:30
56,2,MARK 7:24-8:10
56,3,PSALM 41:1-13
56,4,PROVERBS 10:15-16
57,1,LEVITICUS 19:1-20:21
57,2,MARK 8:11-38
57,3,PSALM 42:1-11
57,4,PROVERBS 10:17
58,1,LEVITICUS 20:22-22:16
58,2,MARK 9:1-29
58,3,PSALM 43:1-5
58,4,PROVERBS 10:18
59,1,LEVITICUS 22:17-23:44
59,2,MARK 9:30-10:12
59,3,PSALM 44:1-8
59,4,PROVERBS 10:19
60,1,LEVITICUS 24:1-25:46
60,2,MARK 10:13-31
60,3,PSALM 44:9-26
60,4,PROVERBS 10:20-21
61,1,LEVITICUS 25:47-27:13
61,2,MARK 10:32-52
61,3,PSALM 45:1-17
61,4,PROVERBS 10:22
62,1,LEVITICUS 27:14-NUMBERS 1:1-54
62,2,MARK 11:1-26
62,3,PSALM 46:1-11
62,4,PROVERBS 10:23
63,1,NUMBERS 2:1-3:51
63,2,MARK 11:27-12:17
63,3,PSALM 47:1-9
63,4,PROVERBS 10:24-25
64,1,NUMBERS 4:1-5:31
64,2,MARK 12:18-37
64,3,PSALM 48:1-14
64,4,PROVERBS 10:26
65,1,NUMBERS 6:1-7:89
65,2,MARK 12:38-13:13
65,3,PSALM 49:1-20
65,4,PROVERBS 10:27-28
66,1,NUMBERS 8:1-9:23
66,2,MARK 13:14-37
66,3,PSALM 50:1-23
66,4,PROVERBS 10:29-30
67,1,NUMBERS 10:1-11:23
67,2,MARK 14:1-21
67,3,PSALM 51:1-19
67,4,PROVERBS 10:31-32
68,1,NUMBERS 11:24-13:33
68,2,MARK 14:22-52
68,3,PSALM 52:1-9
68,4,PROVERBS 11:1-3
69,1,NUMBERS 14:1-15:16
69,2,MARK 14:53-72
69,3,PSALM 53:1-6
69,4,PROVERBS 11:4
70,1,NUMBERS 15:17-16:40
70,2,MARK 15:1-47
70,3,PSALM 54:1-7
70,4,PROVERBS 11:5-6
71,1,NUMBERS 16:41-18:32
71,2,MARK 16:1-20
71,3,PSALM 55:1-23
71,4,PROVERBS 11:7
72,1,NUMBERS 19:1-20:29
72,2,LUKE 1:1-25
72,3,PSALM 56:1-13
72,4,PROVERBS 11:8
73,1,NUMBERS 21:1-22:20
73,2,LUKE 1:26-56
73,3,PSALM 57:1-11
73,4,PROVERBS 11:9-11
74,1,NUMBERS 22:21-23:30
74,2,LUKE 1:57-80
74,3,PSALM 58:1-11
74,4,PROVERBS 11:12-13
75,1,NUMBERS 24:1-25:18
75,2,LUKE 2:1-35
75,3,PSALM 59:1-17
75,4,PROVERBS 11:14
76,1,NUMBERS 26:1-51
76,2,LUKE 2:36-52
76,3,PSALM 60:1-12
76,4,PROVERBS 11:15
77,1,NUMBERS 26:52-28:15
77,2,LUKE 3:1-22
77,3,PSALM 61:1-8
77,4,PROVERBS 11:16-17
78,1,NUMBERS 28:16-29:40
78,2,LUKE 3:23-38
78,3,PSALM 62:1-12
78,4,PROVERBS 11:18-19
79,1,NUMBERS 30:1-31:54
79,2,LUKE 4:1-30
79,3,PSALM 63:1-11
79,4,PROVERBS 11:20-21
80,1,NUMBERS 32:1-33:39
80,2,LUKE 4:31-5:11
80,3,PSALM 64:1-10
80,4,PROVERBS 11:22
81,1,NUMBERS 33:40-35:34
81,2,LUKE 5:12-28
81,3,PSALM 65:1-13
81,4,PROVERBS 11:23
82,1,NUMBERS 36:1-13
82,2,DEUTERONOMY 1:1-46
82,3,LUKE 5:29-6:11
82,4,PSALM 66:1-20
82,5,PROVERBS 11:24-26
83,1,DEUTERONOMY 2:1-3:29
83,2,LUKE 6:12-38
83,3,PSALM 67:1-7
83,4,PROVERBS 11:27
84,1,DEUTERONOMY 4:1-49
84,2,LUKE 6:39-7:10
84,3,PSALM 68:1-18
84,4,PROVERBS 11:28
85,1,DEUTERONOMY 5:1-6:25
85,2,LUKE 7:11-35
85,3,PSALM 68:19-35
85,4,PROVERBS 11:29-31
86,1,DEUTERONOMY 7:1-8:20
86,2,LUKE 7:36-8:3
86,3,PSALM 69:1-18
86,4,PROVERBS 12:1
87,1,DEUTERONOMY 9:1-10:22
87,2,LUKE 8:4-21
87,3,PSALM 69:19-36
87,4,PROVERBS 12:2-3
88,1,DEUTERONOMY 11:1-12:32
88,2,LUKE 8:22-39
88,3,PSALM 70:1-5
88,4,PROVERBS 12:4
89,1,DEUTERONOMY 13:1-15:23
89,2,LUKE 8:40-9:6
89,3,PSALM 71:1-24
89,4,PROVERBS 12:5-7
90,1,DEUTERONOMY 16:1-17:20
90,2,LUKE 9:7-27
90,3,PSALM 72:1-20
90,4,PROVERBS 12:8-9
91,1,DEUTERONOMY 18:1-20:20
91,2,LUKE 9:28-50
91,3,PSALM 73:1-28
91,4,PROVERBS 12:10
92,1,DEUTERONOMY 21:1-22:30
92,2,LUKE 9:51-10:12
92,3,PSALM 74:1-23
92,4,PROVERBS 12:11
93,1,DEUTERONOMY 23:1-25:19
93,2,LUKE 10:13-37
93,3,PSALM 75:1-10
93,4,PROVERBS 12:12-14
94,1,DEUTERONOMY 26:1-27:26
94,2,LUKE 10:38-11:13
94,3,PSALM 76:1-12
94,4,PROVERBS 12:15-17
95,1,DEUTERONOMY 28:1-68
95,2,LUKE 11:14-36
95,3,PSALM 77:1-20
95,4,PROVERBS 12:18
96,1,DEUTERONOMY 29:1-30:20
96,2,LUKE 11:37-12:7
96,3,PSALM 78:1-31
96,4,PROVERBS 12:19-20
97,1,DEUTERONOMY 31:1-32:27
97,2,LUKE 12:8-34
97,3,PSALM 78:32-55
97,4,PROVERBS 12:21-23
98,1,DEUTERONOMY 32:28-52
98,2,LUKE 12:35-59
98,3,PSALM 78:56-64
98,4,PROVERBS 12:24
99,1,DEUTERONOMY 33:1-29
99,2,LUKE 13:1-21
99,3,PSALM 78:65-72
99,4,PROVERBS 12:25
100,1,DEUTERONOMY 34:1-12
100,2,JOSHUA 1:1-2:24
100,3,LUKE 13:22-14:6
100,4,PSALM 79:1-13
100,5,PROVERBS 12:26
101,1,JOSHUA 3:1-4:24
101,2,LUKE 14:7-35
101,3,PSALM 80:1-19
101,4,PROVERBS 12:27-28
102,1,JOSHUA 5:1-7:15
102,2,LUKE 15:1-32
102,3,PSALM 81:1-16
102,4,PROVERBS 13:1
103,1,JOSHUA 7:16-9:2
103,2,LUKE 16:1-18
103,3,PSALM 82:1-8
103,4,PROVERBS 13:2-3
104,1,JOSHUA 9:3-10:43
104,2,LUKE 16:19-17:10
104,3,PSALM 83:1-18
104,4,PROVERBS 13:4
105,1,JOSHUA 11:1-12:24
105,2,LUKE 17:11-37
105,3,PSALM 84:1-12
105,4,PROVERBS 13:5-6
106,1,JOSHUA 13:1-14:15
106,2,LUKE 18:1-17
106,3,PSALM 85:1-13
106,4,PROVERBS 13:7-8
107,1,JOSHUA 15:1-63
107,2,LUKE 18:18-43
107,3,PSALM 86:1-17
107,4,PROVERBS 13:9-10
108,1,JOSHUA 16:1-18:28
108,2,LUKE 19:1-27
108,3,PSALM 87:1-7
108,4,PROVERBS 13:11
109,1,JOSHUA 19:1-20:9
109,2,LUKE 19:28-48
109,3,PSALM 88:1-18
109,4,PROVERBS 13:12-14
110,1,JOSHUA 21:1-22:20
110,2,LUKE 20:1-26
110,3,PSALM 89:1-13
110,4,PROVERBS 13:15-16
111,1,JOSHUA 22:21-23:16
111,2,LUKE 20:27-47
111,3,PSALM 89:14-37
111,4,PROVERBS 13:17-19
112,1,JOSHUA 24:1-33
112,2,LUKE 21:1-28
112,3,PSALM 89:38-52
112,4,PROVERBS 13:20-23
113,1,JUDGES 1:1-2:9
113,2,LUKE 21:29-22:13
113,3,PSALM 90:1-91:16
113,4,PROVERBS 13:24-25
114,1,JUDGES 2:10-3:31
114,2,LUKE 22:14-34
114,3,PSALM 92:1-93:5
114,4,PROVERBS 14:1-2
115,1,JUDGES 4:1-5:31
115,2,LUKE 22:35-53
115,3,PSALM 94:1-23
115,4,PROVERBS 14:3-4
116,1,JUDGES 6:1-40
116,2,LUKE 22:54-23:12
116,3,PSALM 95:1-96:13
116,4,PROVERBS 14:5-6
117,1,JUDGES 7:1-8:17
117,2,LUKE 23:13-43
117,3,PSALM 97:1-98:9
117,4,PROVERBS 14:7-8
118,1,JUDGES 8:18-9:21
118,2,LUKE 23:44-24:12
118,3,PSALM 99:1-9
118,4,PROVERBS 14:9-10
119,1,JUDGES 9:22-10:18
119,2,LUKE 24:13-53
119,3,PSALM 100:1-5
119,4,PROVERBS 14:11-12
120,1,JUDGES 11:1-12:15
120,2,JOHN 1:1-28
120,3,PSALM 101:1-8
120,4,PROVERBS 14:13-14
121,1,JUDGES 13:1-14:20
121,2,JOHN 1:29-51
121,3,PSALM 102:1-28
121,4,PROVERBS 14:15-16
122,1,JUDGES 15:1-16:31
122,2,JOHN 2:1-25
122,3,PSALM 103:1-22
122,4,PROVERBS 14:17-19
123,1,JUDGES 17:1-18:31
123,2,JOHN 3:1-21
123,3,PSALM 104:1-23
123,4,PROVERBS 14:20-21
124,1,JUDGES 19:1-20:48
124,2,JOHN 3:22-4:3
124,3,PSALM 104:24-35
124,4,PROVERBS 14:22-24
125,1,JUDGES 21:1-25
125,2,RUTH 1:1-22
125,3,JOHN 4:4-42
125,4,PSALM 105:1-15
125,5,PROVERBS 14:25
126,1,RUTH 2:1-4:22
126,2,JOHN 4:43-54
126,3,PSALM 105:16-36
126,4,PROVERBS 14:26-27
127,1,1 SAMUEL 1:1-2:21
127,2,JOHN 5:1-23
127,3,PSALM 105:37-45
127,4,PROVERBS 14:28-29
128,1,1 SAMUEL 2:22-4:22
128,2,JOHN 5:24-47
128,3,PSALM 106:1-12
128,4,PROVERBS 14:30-31
129,1,1 SAMUEL 5:1-7:17
129,2,JOHN 6:1-21
129,3,PSALM 106:13-31
129,4,PROVERBS 14:32-33
130,1,1 SAMUEL 8:1-9:27
130,2,JOHN 6:22-42
130,3,PSALM 106:32-48
130,4,PROVERBS 14:34-35
131,1,1 SAMUEL 10:1-11:15
131,2,JOHN 6:43-71
131,3,PSALM 107:1-43
131,4,PROVERBS 15:1-3
132,1,1 SAMUEL 12:1-13:23
132,2,JOHN 7:1-30
132,3,PSALM 108:1-13
132,4,PROVERBS 15:4
133,1,1 SAMUEL 14:1-52
133,2,JOHN 7:31-53
133,3,PSALM 109:1-31
133,4,PROVERBS 15:5-7
134,1,1 SAMUEL 15:1-16:23
134,2,JOHN 8:1-20
134,3,PSALM 110:1-7
134,4,PROVERBS 15:8-10
135,1,1 SAMUEL 17:1-18:4
135,2,JOHN 8:21-30
135,3,PSALM 111:1-10
135,4,PROVERBS 15:11
136,1,1 SAMUEL 18:5-19:24
136,2,JOHN 8:31-59
136,3,PSALM 112:1-10
136,4,PROVERBS 15:12-14
137,1,1 SAMUEL 20:1-21:15
137,2,JOHN 9:1-41
137,3,PSALM 113:1-114:8
137,4,PROVERBS 15:15-17
138,1,1 SAMUEL 22:1-23:29
138,2,JOHN 10:1-21
138,3,PSALM 115:1-18
138,4,PROVERBS 15:18-19
139,1,1 SAMUEL 24:1-25:44
139,2,JOHN 10:22-42
139,3,PSALM 116:1-19
139,4,PROVERBS 15:20-21
140,1,1 SAMUEL 26:1-28:25
140,2,JOHN 11:1-54
140,3,PSALM 117:1-2
140,4,PROVERBS 15:22-23
141,1,1 SAMUEL 29:1-31:13
141,2,JOHN 11:55-12:19
141,3,PSALM 118:1-18
141,4,PROVERBS 15:24-26
142,1,2 SAMUEL 1:1-2:11
142,2,JOHN 12:20-50
142,3,PSALM 118:19-29
142,4,PROVERBS 15:27-28
143,1,2 SAMUEL 2:12-3:39
143,2,JOHN 13:1-30
143,3,PSALM 119:1-16
143,4,PROVERBS 15:29-30
144,1,2 SAMUEL 4:1-6:23
144,2,JOHN 13:31-14:14
144,3,PSALM 119:17-32
144,4,PROVERBS 15:31-32
145,1,2 SAMUEL 7:1-8:18
145,2,JOHN 14:15-31
145,3,PSALM 119:33-48
145,4,PROVERBS 15:33
146,1,2 SAMUEL 9:1-11:27
146,2,JOHN 15:1-27
146,3,PSALM 119:49-64
146,4,PROVERBS 16:1-3
147,1,2 SAMUEL 12:1-31
147,2,JOHN 16:1-33
147,3,PSALM 119:65-80
147,4,PROVERBS 16:4-5
148,1,2 SAMUEL 13:1-39
148,2,JOHN 17:1-26
148,3,PSALM 119:81-96
148,4,PROVERBS 16:6-7
149,1,2 SAMUEL 14:1-15:22
149,2,JOHN 18:1-24
149,3,PSALM 119:97-112
149,4,PROVERBS 16:8-9
150,1,2 SAMUEL 15:23-16:23
150,2,JOHN 18:25-19:22
150,3,PSALM 119:113-128
150,4,PROVERBS 16:10-11
151,1,2 SAMUEL 17:1-29
151,2,JOHN 19:23-42
151,3,PSALM 119:129-152
151,4,PROVERBS 16:12-13
152,1,2 SAMUEL 18:1-19:10
152,2,JOHN 20:1-31
152,3,PSALM 119:153-176
152,4,PROVERBS 16:14-15
153,1,2 SAMUEL 19:11-20:13
153,2,JOHN 21:1-25
153,3,PSALM 120:1-7
153,4,PROVERBS 16:16-17
154,1,2 SAMUEL 20:14-21:22
154,2,ACTS 1:1-26
154,3,PSALM 121:1-8
154,4,PROVERBS 16:18
155,1,2 SAMUEL 22:1-23:23
155,2,ACTS 2:1-47
155,3,PSALM 122:1-9
155,4,PROVERBS 16:19-20
156,1,2 SAMUEL 23:24-24:25
156,2,ACTS 3:1-26
156,3,PSALM 123:1-4
156,4,PROVERBS 16:21-23
157,1,1 KINGS 1:1-53
157,2,ACTS 4:1-37
157,3,PSALM 124:1-8
157,4,PROVERBS 16:24
158,1,1 KINGS 2:1-3:2
158,2,ACTS 5:1-42
158,3,PSALM 125:1-5
158,4,PROVERBS 16:25
159,1,1 KINGS 3:3-4:34
159,2,ACTS 6:1-15
159,3,PSALM 126:1-6
159,4,PROVERBS 16:26-27
160,1,1 KINGS 5:1-6:38
160,2,ACTS 7:1-29
160,3,PSALM 127:1-5
160,4,PROVERBS 16:28-30
161,1,1 KINGS 7:1-51
161,2,ACTS 7:30-50
161,3,PSALM 128:1-6
161,4,PROVERBS 16:31-33
162,1,1 KINGS 8:1-66
162,2,ACTS 7:51-8:13
162,3,PSALM 129:1-8
162,4,PROVERBS 17:1
163,1,1 KINGS 9:1-10:29
163,2,ACTS 8:14-40
163,3,PSALM 130:1-8
163,4,PROVERBS 17:2-3
164,1,1 KINGS 11:1-12:19
164,2,ACTS 9:1-25
164,3,PSALM 131:1-3
164,4,PROVERBS 17:4-5
165,1,1 KINGS 12:20-13:34
165,2,ACTS 9:26-43
165,3,PSALM 132:1-18
165,4,PROVERBS 17:6
166,1,1 KINGS 14:1-15:24
166,2,ACTS 10:1-23
166,3,PSALM 133:1-3
166,4,PROVERBS 17:7-8
167,1,1 KINGS 15:25-17:24
167,2,ACTS 10:24-48
167,3,PSALM 134:1-3
167,4,PROVERBS 17:9-11
168,1,1 KINGS 18:1-46
168,2,ACTS 11:1-30
168,3,PSALM 135:1-21
168,4,PROVERBS 17:12-13
169,1,1 KINGS 19:1-21
169,2,ACTS 12:1-23
169,3,PSALM 136:1-26
169,4,PROVERBS 17:14-15
170,1,1 KINGS 20:1-21:29
170,2,ACTS 12:24-13:15
170,3,PSALM 137:1-9
170,4,PROVERBS 17:16
171,1,1 KINGS 22:1-53
171,2,ACTS 13:16-41
171,3,PSALM 138:1-8
171,4,PROVERBS 17:17-18
172,1,2 KINGS 1:1-2:25
172,2,ACTS 13:42-14:7
172,3,PSALM 139:1-24
172,4,PROVERBS 17:19-21
173,1,2 KINGS 3:1-4:17
173,2,ACTS 14:8-28
173,3,PSALM 140:1-13
173,4,PROVERBS 17:22
174,1,2 KINGS 4:18-5:27
174,2,ACTS 15:1-35
174,3,PSALM 141:1-10
174,4,PROVERBS 17:23
175,1,2 KINGS 6:1-7:20
175,2,ACTS 15:36-16:15
175,3,PSALM 142:1-7
175,4,PROVERBS 17:24-25
176,1,2 KINGS 8:1-9:13
176,2,ACTS 16:16-40
176,3,PSALM 143:1-12
176,4,PROVERBS 17:26
177,1,2 KINGS 9:14-10:31
177,2,ACTS 17:1-34
177,3,PSALM 144:1-15
177,4,PROVERBS 17:27-28
178,1,2 KINGS 10:32-12:21
178,2,ACTS 18:1-22
178,3,PSALM 145:1-21
178,4,PROVERBS 18:1
179,1,2 KINGS 13:1-14:29
179,2,ACTS 18:23-19:12
179,3,PSALM 146:1-10
179,4,PROVERBS 18:2-3
180,1,2 KINGS 15:1-16:20
180,2,ACTS 19:13-41
180,3,PSALM 147:1-20
180,4,PROVERBS 18:4-5
181,1,2 KINGS 17:1-18:12
181,2,ACTS 20:1-38
181,3,PSALM 148:1-14
181,4,PROVERBS 18:6-7
182,1,2 KINGS 18:13-19:37
182,2,ACTS 21:1-17
182,3,PSALM 149:1-9
182,4,PROVERBS 18:8
183,1,2 KINGS 20:1-22:2
183,2,ACTS 21:18-36
183,3,PSALM 150:1-6
183,4,PROVERBS 18:9-10
184,1,2 KINGS 22:3-23:30
184,2,ACTS 21:37-22:16
184,3,PSALM 1:1-6
184,4,PROVERBS 18:11-12
185,1,2 KINGS 23:31-25:30
185,2,ACTS 22:17-23:10
185,3,PSALM 2:1-12
185,4,PROVERBS 18:13
186,1,1 CHRONICLES 1:1-2:17
186,2,ACTS 23:11-35
186,3,PSALM 3:1-8
186,4,PROVERBS 18:14-15
187,1,1 CHRONICLES 2:18-4:4
187,2,ACTS 24:1-27
187,3,PSALM 4:1-8
187,4,PROVERBS 18:16-18
188,1,1 CHRONICLES 4:5-5:17
188,2,ACTS 25:1-27
188,3,PSALM 5:1-12
188,4,PROVERBS 18:19
189,1,1 CHRONICLES 5:18-6:81
189,2,ACTS 26:1-32
189,3,PSALM 6:1-10
189,4,PROVERBS 18:20-21
190,1,1 CHRONICLES 7:1-8:40
190,2,ACTS 27:1-20
190,3,PSALM 7:1-17
190,4,PROVERBS 18:22
191,1,1 CHRONICLES 9:1-10:14
191,2,ACTS 27:21-44
191,3,PSALM 8:1-9
191,4,PROVERBS 18:23-24
192,1,1 CHRONICLES 11:1-12:18
192,2,ACTS 28:1-31
192,3,PSALM 9:1-12
192,4,PROVERBS 19:1-3
193,1,1 CHRONICLES 12:19-14:17
193,2,ROMANS 1:1-17
193,3,PSALM 9:13-20
193,4,PROVERBS 19:4-5
194,1,1 CHRONICLES 15:1-16:36
194,2,ROMANS 1:18-32
194,3,PSALM 10:1-15
194,4,PROVERBS 19:6-7
195,1,1 CHRONICLES 16:37-18:17
195,2,ROMANS 2:1-24
195,3,PSALM 10:16-18
195,4,PROVERBS 19:8-9
196,1,1 CHRONICLES 19:1-21:30
196,2,ROMANS 2:25-3:8
196,3,PSALM 11:1-7
196,4,PROVERBS 19:10-12
197,1,1 CHRONICLES 22:1-23:32
197,2,ROMANS 3:9-31
197,3,PSALM 12:1-8
197,4,PROVERBS 19:13-14
198,1,1 CHRONICLES 24:1-26:11
198,2,ROMANS 4:1-12
198,3,PSALM 13:1-6
198,4,PROVERBS 19:15-16
199,1,1 CHRONICLES 26:12-27:34
199,2,ROMANS 4:13-5:5
199,3,PSALM 14:1-7
199,4,PROVERBS 19:17
200,1,1 CHRONICLES 28:1-29:30
200,2,ROMANS 5:6-21
200,3,PSALM 15:1-5
200,4,PROVERBS 19:18-19
201,1,2 CHRONICLES 1:1-3:17
201,2,ROMANS 6:1-23
201,3,PSALM 16:1-11
201,4,PROVERBS 19:20-21
202,1,2 CHRONICLES 4:1-6:11
202,2,ROMANS 7:1-13
202,3,PSALM 17:1-15
202,4,PROVERBS 19:22-23
203,1,2 CHRONICLES 6:12-8:10
203,2,ROMANS 7:14-8:8
203,3,PSALM 18:1-15
203,4,PROVERBS 19:24-25
204,1,2 CHRONICLES 8:11-10:19
204,2,ROMANS 8:9-25
204,3,PSALM 18:16-36
204,4,PROVERBS 19:26
205,1,2 CHRONICLES 11:1-13:22
205,2,ROMANS 8:26-39
205,3,PSALM 18:37-50
205,4,PROVERBS 19:27-29
206,1,2 CHRONICLES 14:1-16:14
206,2,ROMANS 9:1-24
206,3,PSALM 19:1-14
206,4,PROVERBS 20:1
207,1,2 CHRONICLES 17:1-18:34
207,2,ROMANS 9:25-10:13
207,3,PSALM 20:1-9
207,4,PROVERBS 20:2-3
208,1,2 CHRONICLES 19:1-20:37
208,2,ROMANS 10:14-11:12
